"filename", "language", "Python", "YAML", "Django txt", "Docker", "Ini", "Shell Script", "Django HTML", "Markdown", "JSON", "JavaScript", "CSS", "SCSS", "TypeScript", "XML", "Vue", "Properties", "comment", "blank", "total"
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/lazy-jquery-ui.80fda7f0fdda5f17c4c8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 34
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/lazy-velocity.832705322dfa540785f6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 0, 15
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/library.d8f5cc7dfd69730985ef782d21a1321f.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/library.db04e45ec22f0b637da3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 743, 0, 0, 0, 0, 0, 0, 0, 0, 743
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/lt-pane-views.dda44202da975d956b7b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 79
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/objecttreedialog.33adfe386aa3612bb60e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/propertypagesfactory.37bd38e8744b0cc04a07.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/symbol-info-dialog-impl.7cc4262db972e773d5ad.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/take-chart-image-dialog-impl.0e1b5c4adb4a0f91ae6b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/vendors.a94ef44ed5c201cefcf6ad7460788c1a.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/bundles/vendors.f03f04415e9140647af1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 74, 0, 158
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/cs-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/da_DK-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/de-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/el-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/en-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/es-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/et_EE-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/fa-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/fonts/fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 414
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/fr-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/he_IL-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/hu_HU-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/id_ID-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/images/svg/chart/bucket2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/images/svg/chart/font.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/images/svg/chart/large-slider-handle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/images/svg/chart/pencil2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/images/svg/question-mark-rounded.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/it-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/ja-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/ko-tv-chart.f5b3f142c9a35410af32.html", "Django HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mahdi/Desktop/finwise/finwise/frontend/public/charting_library/static/lib/external/spin.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 3
